,,,,,,,,Carrocería,,,,,,,,,,,,,,,,,,,Motor,,,,,,,,,,,,,,Transmisión y control,,,,Prestaciones y consumos homologados,,,,,,,,,Suspensión y frenos,,,,
25294,Audi,A3,8V,2012,2016,Sportback hatchback 5-puertas,1.2 TFSI S tronic (105 CV),Hatchback,5,4310,1785,1425,2636,1535,1506,,677,,,1275,,380,380,485,1760,3260,Gasolina,1197,105,à 5 000,175,La inyección directa,Inline,4,Turbo,,,4,de 1 400 à 4 000,hay,Robot,Frente,"10,9",7,95,193,6,5,"10,5",de 830 à 1 140,EURO V,50,"4,4",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Barra de torsión, la primavera",
58744,Audi,A3,8V,2012,2016,Sportback hatchback 5-puertas,1.2 TFSI S-tronic (110 CV),Hatchback,5,4310,1785,1425,2636,1535,1506,,,,,1257,,1220,380,,1760,,Gasolina,1197,110,de 4 600 à 5 600,175,La inyección directa,Inline,4,Turbo,,,4,de 1 400 à 4 000,,Robot,Frente,"10,9",7,95,198,"6,1",5,"10,1",de 820 à 1 160,EURO VI,50,"4,3",Discos ventilados,Discos,"Independiente, Puntal MacPherson","Independiente, multi-link",
25292,Audi,A3,8V,2012,2016,Sportback hatchback 5-puertas,1.4 TFSI MT (122 CV),Hatchback,5,4310,1785,1425,2636,1535,1506,,677,,,1280,,380,380,485,1765,3365,Gasolina,1395,122,de 5 000 à 6 000,200,La inyección directa,Inline,4,Turbo,,,4,de 1 400 à 4 000,hay,Mecánica,Frente,"10,9",6,95,203,"6,6","5,3","9,5",de 760 à 1 090,EURO V,50,"4,6",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
58742,Audi,A3,8V,2012,2016,Sportback hatchback 5-puertas,1.4 TFSI MT (125 CV),Hatchback,5,4310,1785,1425,2636,1535,1506,,,,,1280,,1220,380,,1765,,Gasolina,1395,125,de 5 000 à 6 000,200,La inyección directa,Inline,4,Turbo,,,4,de 1 400 à 4 000,,Mecánica,Frente,"10,9",6,95,206,"6,9","5,3","9,4",de 720 à 1 160,EURO VI,50,"4,3",Discos ventilados,Discos ventilados,"Independiente, Puntal MacPherson","Independiente, multi-link",
25290,Audi,A3,8V,2012,2016,Sportback hatchback 5-puertas,1.4 TFSI S tronic (122 CV),Hatchback,5,4310,1785,1425,2636,1535,1506,,677,,,1300,,380,380,485,1785,3385,Gasolina,1395,122,de 5 000 à 6 000,200,La inyección directa,Inline,4,Turbo,,,4,de 1 400 à 4 000,hay,Robot,Frente,"10,9",7,95,203,"6,1",5,"9,3",de 820 à 1 160,EURO V,50,"4,3",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
58740,Audi,A3,8V,2012,2016,Sportback hatchback 5-puertas,1.4 TFSI S-tronic (125 CV),Hatchback,5,4310,1785,1425,2636,1535,1506,,,,,1300,,1220,380,,1785,,Gasolina,1395,125,de 5 000 à 6 000,200,La inyección directa,Inline,4,Turbo,,,4,de 1 400 à 4 000,,Robot,Frente,"10,9",6,95,206,"6,3","5,1","9,3",de 790 à 1 140,EURO VI,50,"4,4",Discos ventilados,Discos ventilados,"Independiente, Puntal MacPherson","Independiente, multi-link",
58746,Audi,A3,8V,2012,2016,Sportback hatchback 5-puertas,1.6 TDI MT (110 CV),Hatchback,5,4310,1785,1425,2636,1535,1506,,677,,,1260,,1220,380,485,1820,,Diesel,1598,110,à 4 000,250,La inyección directa,Inline,4,Turbo,,,4,à 3 000,,Mecánica,Frente,"10,9",6,Diesel,200,"4,6","3,9","10,7",de 1 090 à 1 430,EURO V,50,"3,5",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Barra estabilizadora","Independiente, multi-link, Barra estabilizadora",
176693,Audi,A3,8V,2012,2016,Sportback hatchback 5-puertas,1.6 TDI S tronic (110 CV),Hatchback,5,4310,1785,1425,2636,1535,1506,,677,,,1285,,1220,380,485,1845,,Diesel,1598,110,à 4 000,250,La inyección directa,Inline,4,Turbo,,,4,à 3 000,,Robot,Frente,"10,9",7,Diesel,200,"4,3","3,8","10,7",de 1 160 à 1 430,EURO V,50,"3,5",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Barra estabilizadora","Independiente, multi-link, Barra estabilizadora",
25298,Audi,A3,8V,2012,2016,Sportback hatchback 5-puertas,1.8 TFSI MT (180 CV),Hatchback,5,4310,1785,1425,2636,1535,1506,,677,,,1335,,380,380,485,1820,3620,Gasolina,1798,180,de 5 100 à 6 200,250,La inyección directa,Inline,4,Turbo,,,4,de 1 250 à 5 000,hay,Mecánica,Frente,"10,9",6,95,235,"7,4","5,8","7,2",de 680 à 1 020,EURO VI,50,"4,9",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
25296,Audi,A3,8V,2012,2016,Sportback hatchback 5-puertas,1.8 TFSI S tronic (180 CV),Hatchback,5,4310,1785,1425,2636,1535,1506,,677,,,1355,,380,380,485,1840,3640,Gasolina,1798,180,de 5 100 à 6 200,250,La inyección directa,Inline,4,Turbo,,,4,de 1 250 à 5 000,hay,Robot,Frente,"10,9",7,95,232,7,"5,6","7,3",de 710 à 1 040,EURO V,50,"4,8",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
25297,Audi,A3,8V,2012,2016,Sportback hatchback 5-puertas,1.8 TFSI S tronic quattro (180 CV),Hatchback,5,4310,1785,1425,2636,1535,1506,,677,,,1455,,380,380,485,1940,3740,Gasolina,1798,180,de 4 500 à 6 200,280,La inyección directa,Inline,4,Turbo,,,4,de 1 350 à 4 500,hay,Robot,tracción en las cuatro ruedas,"10,9",6,95,228,"8,2","6,6","6,8",de 670 à 980,EURO VI,55,"5,6",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
25301,Audi,A3,8V,2012,2016,Sportback hatchback 5-puertas,2.0 TDI MT (150 CV),Hatchback,5,4310,1785,1425,2636,1535,1506,,677,,,1385,,1220,380,485,1870,,Diesel,1968,150,de 3 500 à 4 000,320,La inyección directa,Inline,4,Turbo,,,4,de 1 750 à 3 000,,Mecánica,Frente,"10,9",6,Diesel,216,5,"4,2","8,7",de 1 000 à 1 350,EURO V,50,"3,7",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Barra estabilizadora","Independiente, multi-link, Barra estabilizadora",
25299,Audi,A3,8V,2012,2016,Sportback hatchback 5-puertas,2.0 TDI S tronic (143 CV),Hatchback,5,4310,1785,1425,2636,1535,1506,,677,,,1395,,380,380,485,1880,3680,Diesel,1968,143,de 3 500 à 4 000,320,La inyección directa,Inline,4,Turbo,,,4,de 1 750 à 3 000,hay,Robot,Frente,"10,9",6,Diesel,213,"5,4","4,5","8,4",de 930 à 1 220,,50,"4,1",Discos ventilados,Discos,"Independiente, Puntal MacPherson, Amortiguadores, la primavera, Barra estabilizadora","Independiente, multi-link, la primavera, Barra estabilizadora",
25300,Audi,A3,8V,2012,2016,Sportback hatchback 5-puertas,2.0 TDI S tronic (150 CV),Hatchback,5,4310,1785,1425,2636,1535,1506,,,,,1395,168,1220,380,485,1880,,Diesel,1968,150,à 3 500,320,La inyección directa,Inline,4,Turbo,,,4,à 1 750,,Robot,Frente,,6,Diesel,213,"5,4","4,5","8,4",de 930 à 1 220,EURO V,50,"4,1",Discos ventilados,Discos,"Independiente, la primavera","Independiente, la primavera",
234576,Audi,A3,8V [restyling],2016,2018,Cabriolé,1.4 TFSI MT (115 CV),Cabriolet,4,4423,1793,1409,2595,1555,1526,,,,,1355,,320,320,,1855,,Gasolina,1395,115,de 5 000 à 6 000,200,La inyección directa,Inline,4,Turbo,,,4,de 1 400 à 3 500,hay,Mecánica,Frente,,7,95,203,"6,9","5,3","10,6",de 720 à 1 140,EURO VI,50,"4,4",Discos ventilados,Discos,"Puntal MacPherson, En la espoleta triangular, Barra estabilizadora","multi-link, Amortiguadores, Barra estabilizadora",
234575,Audi,A3,8V [restyling],2016,2018,Cabriolé,1.4 TFSI MT (150 CV),Cabriolet,4,4423,1793,1409,2595,1555,1526,,,,,1355,,320,320,,1855,,Gasolina,1395,150,de 5 000 à 6 000,250,La inyección directa,Inline,4,Turbo,,,4,de 1 500 à 3 500,hay,Mecánica,Frente,,6,95,222,"5,9","4,8","8,9",de 850 à 1 220,EURO VI,50,"4,1",Discos ventilados,Discos,"Puntal MacPherson, En la espoleta triangular, Barra estabilizadora","multi-link, Amortiguadores, Barra estabilizadora",
234577,Audi,A3,8V [restyling],2016,2018,Cabriolé,1.4 TFSI S tronic (115 CV),Cabriolet,4,4423,1793,1409,2595,1555,1526,,,,,1375,,320,320,,1875,,Gasolina,1395,115,de 5 000 à 6 000,200,La inyección directa,Inline,4,Turbo,,,4,de 1 400 à 3 500,hay,Robot,Frente,,7,95,203,"6,3","5,1","10,6",de 790 à 1 140,EURO VI,50,"4,4",Discos ventilados,Discos,"Puntal MacPherson, En la espoleta triangular, Barra estabilizadora","multi-link, Amortiguadores, Barra estabilizadora",
219932,Audi,A3,8V [restyling],2016,2018,Cabriolé,1.4 TFSI S tronic (150 CV),Cabriolet,4,4423,1793,1409,2595,1555,1526,,,,,1375,,320,320,,1875,3590,Gasolina,1395,150,de 5 000 à 6 000,250,La inyección directa,Inline,4,Turbo,,,4,de 1 500 à 3 500,hay,Robot,Frente,,7,95,222,"6,1","4,9","8,9",de 820 à 1 160,EURO VI,50,"4,3",Discos ventilados,Discos,"Puntal MacPherson, En la espoleta triangular, Barra estabilizadora","multi-link, Amortiguadores, Barra estabilizadora",
234578,Audi,A3,8V [restyling],2016,2018,Cabriolé,1.6 TDI MT (110 CV),Cabriolet,4,4423,1793,1409,2595,1555,1526,,,,,1425,,320,320,,1925,,Diesel,1598,110,de 3 200 à 4 000,250,Common Rail,Inline,4,Turbo,,,4,de 1 500 à 3 000,hay,Mecánica,Frente,,6,Diesel,200,"4,7",4,"11,4",de 1 060 à 1 390,EURO VI,50,"3,6",Discos ventilados,Discos,"Puntal MacPherson, En la espoleta triangular, Barra estabilizadora","multi-link, Amortiguadores, Barra estabilizadora",
234580,Audi,A3,8V [restyling],2016,2018,Cabriolé,2.0 TDI MT (150 CV),Cabriolet,4,4423,1793,1409,2595,1555,1526,,,,,1460,,320,320,,1960,,Diesel,1968,150,de 3 500 à 4 000,340,Common Rail,Inline,4,Turbo,,,4,de 1 750 à 3 000,hay,Mecánica,Frente,,6,Diesel,224,"5,1","4,2","8,9",de 980 à 1 350,EURO VI,50,"3,7",Discos ventilados,Discos,"Puntal MacPherson, En la espoleta triangular, Barra estabilizadora","multi-link, Amortiguadores, Barra estabilizadora",
234581,Audi,A3,8V [restyling],2016,2018,Cabriolé,2.0 TDI MT quattro (150 CV),Cabriolet,4,4423,1793,1409,2595,1555,1526,,,,,1540,,320,320,,2040,,Diesel,1968,150,de 3 500 à 4 000,340,Common Rail,Inline,4,Turbo,,,4,de 1 750 à 3 000,hay,Mecánica,tracción en las cuatro ruedas,,6,Diesel,220,"5,8","4,8","8,8",de 860 à 1 190,EURO VI,50,"4,2",Discos ventilados,Discos,"Puntal MacPherson, En la espoleta triangular, Barra estabilizadora","multi-link, Amortiguadores, Barra estabilizadora",
234585,Audi,A3,8V [restyling],2016,2018,Cabriolé,2.0 TDI S tronic (150 CV),Cabriolet,4,4423,1793,1409,2595,1555,1526,,,,,1480,,320,320,,1980,,Diesel,1968,150,de 3 500 à 4 000,340,Common Rail,Inline,4,Turbo,,,4,de 1 750 à 3 000,hay,Robot,Frente,,6,Diesel,224,"5,4","4,6","8,8",de 930 à 1 190,EURO VI,50,"4,2",Discos ventilados,Discos,"Puntal MacPherson, En la espoleta triangular, Barra estabilizadora","multi-link, Amortiguadores, Barra estabilizadora",
234583,Audi,A3,8V [restyling],2016,2018,Cabriolé,2.0 TDI S tronic quattro (184 CV),Cabriolet,4,4423,1793,1409,2595,1555,1526,,,,,1595,,320,320,,2095,,Diesel,1968,184,de 3 500 à 4 000,380,Common Rail,Inline,4,Turbo,,,4,de 1 750 à 3 250,hay,Robot,tracción en las cuatro ruedas,,6,Diesel,237,"5,7","4,9","7,6",de 880 à 1 110,EURO VI,50,"4,5",Discos ventilados,Discos,"Puntal MacPherson, En la espoleta triangular, Barra estabilizadora","multi-link, Amortiguadores, Barra estabilizadora",
234579,Audi,A3,8V [restyling],2016,2018,Cabriolé,2.0 TFSI MT (190 CV),Cabriolet,4,4423,1793,1409,2595,1555,1526,,,,,1465,,320,320,,1965,3590,Gasolina,1984,190,de 4 200 à 6 000,320,La inyección directa,Inline,4,Turbo,,,4,de 1 500 à 4 200,hay,Mecánica,Frente,,6,95,250,"7,4","5,6","7,3",de 680 à 1 110,EURO VI,50,"4,5",Discos ventilados,Discos,"Puntal MacPherson, En la espoleta triangular, Barra estabilizadora","multi-link, Amortiguadores, Barra estabilizadora",
234582,Audi,A3,8V [restyling],2016,2018,Cabriolé,2.0 TFSI S tronic (190 CV),Cabriolet,4,4423,1793,1409,2595,1555,1526,,,,,1465,,320,320,,1965,3590,Gasolina,1984,190,de 4 200 à 6 000,320,La inyección directa,Inline,4,Turbo,,,4,de 1 500 à 4 200,hay,Robot,Frente,,7,95,250,"7,4","5,8","7,2",de 680 à 1 040,EURO VI,50,"4,8",Discos ventilados,Discos,"Puntal MacPherson, En la espoleta triangular, Barra estabilizadora","multi-link, Amortiguadores, Barra estabilizadora",
234584,Audi,A3,8V [restyling],2016,2018,Cabriolé,2.0 TFSI S tronic quattro (190 CV),Cabriolet,4,4423,1793,1409,2595,1555,1526,,,,,1555,,320,320,,2055,3590,Gasolina,1984,190,de 4 200 à 6 000,320,La inyección directa,Inline,4,Turbo,,,4,de 1 500 à 4 200,hay,Robot,tracción en las cuatro ruedas,,7,95,242,"7,4","5,9","6,9",de 680 à 1 000,EURO VI,50,5,Discos ventilados,Discos,"Puntal MacPherson, En la espoleta triangular, Barra estabilizadora","multi-link, Amortiguadores, Barra estabilizadora",
235005,Audi,A3,8V [restyling],2016,2018,Hatchback 3-puertas,1.0 TFSI MT (115 CV),Hatchback,5,4241,1777,1424,2602,1543,1514,,,,,1150,,1100,365,,1710,,Gasolina,999,115,de 5 000 à 5 500,200,La inyección directa,Inline,3,Turbo,,,4,de 2 000 à 3 500,hay,Mecánica,Frente,"10,9",6,Gasolina,206,"5,5","4,5","9,7",de 910 à 1 280,EURO VI,50,"3,9",Discos ventilados,Discos,"Independiente, Amortiguadores, la primavera","Independiente, multi-link, Amortiguadores, la primavera",
235006,Audi,A3,8V [restyling],2016,2018,Hatchback 3-puertas,1.0 TFSI S-tronic (115 CV),Hatchback,5,4241,1777,1424,2602,1543,1514,,,,,1170,,1100,365,,1730,,Gasolina,999,115,de 5 000 à 5 500,200,La inyección directa,Inline,3,Turbo,,,4,de 2 000 à 3 500,hay,Robot,Frente,"10,9",7,Gasolina,206,"5,4","4,5","9,7",de 930 à 1 250,EURO VI,50,4,Discos ventilados,Discos,"Independiente, Amortiguadores, la primavera","Independiente, multi-link, Amortiguadores, la primavera",
235007,Audi,A3,8V [restyling],2016,2018,Hatchback 3-puertas,1.4 TFSI MT (150 CV),Hatchback,5,4241,1777,1424,2602,1543,1514,,,,,1200,,1100,365,,1760,,Gasolina,1395,150,de 5 000 à 6 000,250,La inyección directa,Inline,4,Turbo,,,4,de 1 500 à 3 500,hay,Mecánica,Frente,"10,9",6,Gasolina,220,"5,6","4,5","8,1",de 890 à 1 280,EURO VI,50,"3,9",Discos ventilados,Discos,"Independiente, Amortiguadores, la primavera","Independiente, multi-link, Amortiguadores, la primavera",
235008,Audi,A3,8V [restyling],2016,2018,Hatchback 3-puertas,1.4 TFSI S-tronic (150 CV),Hatchback,5,4241,1777,1424,2602,1543,1514,,,,,1205,,1100,365,,1765,,Gasolina,1395,150,de 5 000 à 6 000,250,La inyección directa,Inline,4,Turbo,,,4,de 1 500 à 3 500,hay,Robot,Frente,"10,9",7,Gasolina,220,"5,7","4,7","8,1",de 880 à 1 220,EURO VI,50,"4,1",Discos ventilados,Discos,"Independiente, Amortiguadores, la primavera","Independiente, multi-link, Amortiguadores, la primavera",
235009,Audi,A3,8V [restyling],2016,2018,Hatchback 3-puertas,1.6 TDI MT (110 CV),Hatchback,5,4241,1777,1424,2602,1543,1514,,,,,1235,,1100,365,,1795,,Diesel,1598,110,de 3 200 à 4 000,250,Common Rail,Inline,4,Turbo,,,4,de 1 500 à 3 000,hay,Mecánica,Frente,"10,9",6,Diesel,200,"4,6","3,9","10,5",de 1 090 à 1 430,EURO VI,50,"3,5",Discos ventilados,Discos,"Independiente, Amortiguadores, la primavera","Independiente, multi-link, Amortiguadores, la primavera",
235010,Audi,A3,8V [restyling],2016,2018,Hatchback 3-puertas,1.6 TDI S-tronic (110 CV),Hatchback,5,4241,1777,1424,2602,1543,1514,,,,,1255,,1100,365,,1815,,Diesel,1598,110,de 3 200 à 4 000,250,Common Rail,Inline,4,Turbo,,,4,de 1 500 à 3 000,hay,Robot,Frente,"10,9",7,Diesel,200,"4,3","3,8","10,5",de 1 160 à 1 430,EURO VI,50,"3,5",Discos ventilados,Discos,"Independiente, Amortiguadores, la primavera","Independiente, multi-link, Amortiguadores, la primavera",
235013,Audi,A3,8V [restyling],2016,2018,Hatchback 3-puertas,2.0 TDI MT (150 CV),Hatchback,5,4241,1777,1424,2602,1543,1514,,,,,1275,,1100,365,,1835,,Diesel,1968,150,de 3 500 à 4 000,340,Common Rail,Inline,4,Turbo,,,4,de 1 750 à 3 000,hay,Mecánica,Frente,"10,9",6,Diesel,218,"4,9",4,"8,5",de 1 020 à 1 430,EURO VI,50,"3,5",Discos ventilados,Discos,"Independiente, Amortiguadores, la primavera","Independiente, multi-link, Amortiguadores, la primavera",
235011,Audi,A3,8V [restyling],2016,2018,Hatchback 3-puertas,2.0 TDI MT quattro (150 CV),Hatchback,5,4241,1777,1424,2602,1543,1514,,,,,1360,,1100,365,,1920,,Diesel,1968,150,de 3 500 à 4 000,340,Common Rail,Inline,4,Turbo,,,4,de 1 750 à 3 000,hay,Mecánica,tracción en las cuatro ruedas,"10,9",6,Diesel,214,"5,6","4,7","8,2",de 890 à 1 220,EURO VI,50,"4,1",Discos ventilados,Discos,"Independiente, Amortiguadores, la primavera","Independiente, multi-link, Amortiguadores, la primavera",
235017,Audi,A3,8V [restyling],2016,2018,Hatchback 3-puertas,2.0 TDI S-tronic (150 CV),Hatchback,5,4241,1777,1424,2602,1543,1514,,,,,1295,,1100,365,,1855,,Diesel,1968,150,de 3 500 à 4 000,340,Common Rail,Inline,4,Turbo,,,4,de 1 750 à 3 000,hay,Robot,Frente,"10,9",7,Diesel,218,"5,2","4,4","8,2",de 960 à 1 250,EURO VI,50,4,Discos ventilados,Discos,"Independiente, Amortiguadores, la primavera","Independiente, multi-link, Amortiguadores, la primavera",
235014,Audi,A3,8V [restyling],2016,2018,Hatchback 3-puertas,2.0 TDI S-tronic quattro (184 CV),Hatchback,5,4241,1777,1424,2602,1543,1514,,,,,1395,,1100,365,,1955,,Diesel,1968,184,de 3 500 à 4 000,380,Common Rail,Inline,4,Turbo,,,4,de 1 750 à 3 000,hay,Robot,tracción en las cuatro ruedas,"10,9",6,Diesel,230,"5,4","4,7","6,8",de 930 à 1 160,EURO VI,50,"4,3",Discos ventilados,Discos,"Independiente, Amortiguadores, la primavera","Independiente, multi-link, Amortiguadores, la primavera",
235012,Audi,A3,8V [restyling],2016,2018,Hatchback 3-puertas,2.0 TFSI MT (190 CV),Hatchback,5,4241,1777,1424,2602,1543,1514,,,,,1255,,1100,365,,1815,,Gasolina,1984,190,de 4 200 à 6 000,320,La inyección directa,Inline,4,Turbo,,,4,de 1 500 à 4 200,hay,Mecánica,Frente,"10,9",6,Gasolina,244,"7,3","5,5","6,8",de 680 à 1 110,EURO VI,50,"4,5",Discos ventilados,Discos,"Independiente, Amortiguadores, la primavera","Independiente, multi-link, Amortiguadores, la primavera",
235015,Audi,A3,8V [restyling],2016,2018,Hatchback 3-puertas,2.0 TFSI S-tronic (190 CV),Hatchback,5,4241,1777,1424,2602,1543,1514,,,,,1285,,1100,365,,1845,,Gasolina,1984,190,de 4 200 à 6 000,320,La inyección directa,Inline,4,Turbo,,,4,de 1 500 à 4 200,hay,Robot,Frente,"10,9",7,Gasolina,244,"7,1","5,6","6,7",de 700 à 1 060,EURO VI,50,"4,7",Discos ventilados,Discos,"Independiente, Amortiguadores, la primavera","Independiente, multi-link, Amortiguadores, la primavera",
235016,Audi,A3,8V [restyling],2016,2018,Hatchback 3-puertas,2.0 TFSI S-tronic quattro (190 CV),Hatchback,5,4241,1777,1424,2602,1543,1514,,,,,1355,,1100,365,,1915,,Gasolina,1984,190,de 4 200 à 6 000,320,La inyección directa,Inline,4,Turbo,,,4,de 1 500 à 4 200,hay,Robot,tracción en las cuatro ruedas,"10,9",7,Gasolina,236,"7,1","5,7","6,1",de 700 à 1 040,EURO VI,50,"4,8",Discos ventilados,Discos,"Independiente, Amortiguadores, la primavera","Independiente, multi-link, Amortiguadores, la primavera",
219918,Audi,A3,8V [restyling],2016,2018,Sedan,1.4 TFSI MT (150 CV),Sedán,5,4458,1796,1416,2637,1555,1526,,,,,1310,,880,425,475,1785,3485,Gasolina,1395,150,de 5 000 à 6 000,250,La inyección directa,Inline,4,Turbo,"74,5",80,4,de 1 500 à 3 500,hay,Mecánica,Frente,11,6,Gasolina,224,"5,8","4,7","8,2",de 860 à 1 250,EURO VI,50,4,Discos,Discos,"Independiente, la primavera","Independiente, la primavera",
219919,Audi,A3,8V [restyling],2016,2018,Sedan,1.4 TFSI S-tronic (150 CV),Sedán,5,4458,1796,1416,2637,1555,1526,,,,,1320,,880,425,475,1795,3495,Gasolina,1395,150,de 5 000 à 6 000,250,La inyección directa,Inline,4,Turbo,"74,5",80,4,de 1 500 à 3 500,hay,Robot,Frente,11,7,Gasolina,224,"5,9","4,8","8,2",de 850 à 1 220,EURO VI,50,"4,1",Discos,Discos,"Independiente, la primavera","Independiente, la primavera",
234793,Audi,A3,8V [restyling],2016,2018,Sedan,1.6 TDI MT (110 CV),Sedán,5,4458,1796,1416,2637,1555,1526,,688,,,1265,,880,425,,1815,,Diesel,1598,110,de 3 200 à 4 000,250,Common Rail,Inline,4,Turbo,,,4,de 1 500 à 3 000,hay,Mecánica,Frente,11,6,Diesel,203,"4,5","3,8","10,7",de 1 110 à 1 470,EURO VI,50,"3,4",Discos ventilados,Discos,"Independiente, la primavera","Independiente, la primavera",
234794,Audi,A3,8V [restyling],2016,2018,Sedan,1.6 TDI S-tronic (110 CV),Sedán,5,4458,1796,1416,2637,1555,1526,,688,,,1290,,880,425,,1840,,Diesel,1598,110,de 3 200 à 4 000,250,Common Rail,Inline,4,Turbo,,,4,de 1 500 à 3 000,hay,Robot,Frente,11,7,Diesel,203,"4,2","3,7","10,7",de 1 190 à 1 470,EURO VI,50,"3,4",Discos ventilados,Discos,"Independiente, la primavera","Independiente, la primavera",
234795,Audi,A3,8V [restyling],2016,2018,Sedan,2.0 TDI MT (150 CV),Sedán,5,4458,1796,1416,2637,1555,1526,,688,,,1310,,880,425,,1860,,Diesel,1968,150,de 3 500 à 4 000,340,Common Rail,Inline,4,Turbo,,,4,de 1 750 à 3 000,hay,Mecánica,Frente,11,6,Diesel,224,"4,9",4,"8,6",de 1 020 à 1 430,EURO VI,50,"3,5",Discos ventilados,Discos,"Independiente, la primavera","Independiente, la primavera",
234796,Audi,A3,8V [restyling],2016,2018,Sedan,2.0 TDI MT quattro (150 CV),Sedán,5,4458,1796,1416,2637,1555,1526,,688,,,1395,,880,425,,1945,,Diesel,1968,150,de 3 500 à 4 000,340,Common Rail,Inline,4,Turbo,,,4,de 1 750 à 3 000,hay,Mecánica,tracción en las cuatro ruedas,11,6,Diesel,220,"5,6","4,7","8,3",de 890 à 1 220,EURO VI,50,"4,1",Discos ventilados,Discos,"Independiente, la primavera","Independiente, la primavera",
234797,Audi,A3,8V [restyling],2016,2018,Sedan,2.0 TDI S-tronic (150 CV),Sedán,5,4458,1796,1416,2637,1555,1526,,688,,,1320,,880,425,,1870,,Diesel,1968,150,de 3 500 à 4 000,340,Common Rail,Inline,4,Turbo,,,4,de 1 750 à 3 000,hay,Robot,Frente,11,7,Diesel,224,"5,2","4,4","8,3",de 960 à 1 250,EURO VI,50,4,Discos ventilados,Discos,"Independiente, la primavera","Independiente, la primavera",
219920,Audi,A3,8V [restyling],2016,2018,Sedan,2.0 TFSI S-tronic (190 CV),Sedán,5,4458,1796,1416,2637,1555,1526,,,,,1395,,880,425,475,1870,3670,Gasolina,1984,190,de 4 200 à 6 000,320,La inyección directa,Inline,4,Turbo,"82,5","92,8",4,de 1 500 à 4 180,,Robot,Frente,11,7,Gasolina,250,"7,2","5,6","6,8",de 690 à 1 060,EURO VI,50,"4,7",Discos,Discos,"Independiente, la primavera","Independiente, la primavera",
